PPN	creator	dataProvider	date	format	identifier	isShownAt	issued	object	provider	publisher	rights	source	spatial	subject	title	type
PPN815594801	Möller, Gertraut  Bredau, Joachim Melchior  Kalnein, Anna Catharina	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1704	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00018CA600000000	http://resolver.staatsbibliothek-berlin.de/SBB00018CA600000000	1704	http://digital.staatsbibliothek-berlin.de/europeana/PPN815594801/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Friderich Reußners Erben	Open Access	Möller, Gertraut  Bredau, Joachim Melchior  Kalnein, Anna Catharina: Die beste Heyrahts-Zeit/ Bey Lieb- und Glückreichem Vermählungs-Fest/ Des Wolgebohrnen Herrn/ Hn. Joachim Melchior von Bredau/ Capitain-Lieutenants/ Mit der Wolgebohrnen Fräulein/ Frl. Anna Catharina von Kalnein/ Des Hoch-Wolgebohrnen Herrn Herrn Johann Albrecht von Kalnein/ Des Königreichs Preussen Hoch-meritirten Land- und Ober-Appellation-Gerichts-Rahts/ wie auch Hauptmanns zu Ortelsburg/ Erbherrn auf Lindenau/ Eychen/ Breitlind/ Struben/ [et]c. [et]c. Hochgeliebten Fräulein Tochter/ Welches Den 6. May-Monat/ dieses 1704. Jahres Standmässig geschehen/ Aus hochverbundener Schuldigkeit gegen Beyde hohe Familien Gehorsamst dargestellet. Königsberg  Berlin 1704	Königsberg	Historische Drucke	Die beste Heyrahts-Zeit/ Bey Lieb- und Glückreichem Vermählungs-Fest/ Des Wolgebohrnen Herrn/ Hn. Joachim Melchior von Bredau/ Capitain-Lieutenants/ Mit der Wolgebohrnen Fräulein/ Frl. Anna Catharina von Kalnein/ Des Hoch-Wolgebohrnen Herrn Herrn Johann Albrecht von Kalnein/ Des Königreichs Preussen Hoch-meritirten Land- und Ober-Appellation-Gerichts-Rahts/ wie auch Hauptmanns zu Ortelsburg/ Erbherrn auf Lindenau/ Eychen/ Breitlind/ Struben/ [et]c. [et]c. Hochgeliebten Fräulein Tochter/ Welches Den 6. May-Monat/ dieses 1704. Jahres Standmässig geschehen/ Aus hochverbundener Schuldigkeit gegen Beyde hohe Familien Gehorsamst dargestellet	Monograph
PPN815427689	Möller, Gertraut	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1704	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00018C1800000000	http://resolver.staatsbibliothek-berlin.de/SBB00018C1800000000	1704	http://digital.staatsbibliothek-berlin.de/europeana/PPN815427689/00000002.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Reusner	Open Access	Möller, Gertraut: Himmelaufsteigendes Räuchwerck/ Welches zu Gott Für den AllerDurchlauchtigsten/ Großmächtigsten Fürsten/ und Herrn Herrn Friederich/ König in Preussen/ Marggraf zu Brandenburg/ des Heil. Röm. Reichs Ertz-Cämmerer/ und Chur-Fürst ... Meinen Allergnädigsten König und Herrn/ Ihr. Königl. Maj. die Königin/ und des Krohn- und Chur-Printzen Königliche Hoheit/ Umb alles Konigliche Heyl und Seegen/ Bey Antrit dieses 1704ten Jahres angezündet. Königsberg  Berlin 1704	Königsberg	Historische Drucke	Himmelaufsteigendes Räuchwerck/ Welches zu Gott Für den AllerDurchlauchtigsten/ Großmächtigsten Fürsten/ und Herrn Herrn Friederich/ König in Preussen/ Marggraf zu Brandenburg/ des Heil. Röm. Reichs Ertz-Cämmerer/ und Chur-Fürst ... Meinen Allergnädigsten König und Herrn/ Ihr. Königl. Maj. die Königin/ und des Krohn- und Chur-Printzen Königliche Hoheit/ Umb alles Konigliche Heyl und Seegen/ Bey Antrit dieses 1704ten Jahres angezündet	Monograph
PPN815420420	Moller, Gertrud  Böse, Johann	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1704	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00018C1200000000	http://resolver.staatsbibliothek-berlin.de/SBB00018C1200000000	1704	http://digital.staatsbibliothek-berlin.de/europeana/PPN815420420/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Reusnerische Erben	Open Access	Moller, Gertrud  Böse, Johann: Freudenreicher Zuruff Welchen/ Als dem Edlen/ Vorachtbahren/ und Wolgelahrten Herrn Johann Bösen/ S. S. Theolog: eyffrigem Cultori, Unter dem Pro-Rectorat Sr. Magnificence, Herrn M. Laurentii Webern/ Ling. Orient. Prof. Ord. Und Decanat Sr. Spectabilität Hn. M. Pauli Raben/ Phil. primae & Log. Prof. Publ. Ord. Zur sonderlichen Freude Seiner Hochvornehmen Eltern/ Und Ihm selbst zum Ruhm/ Die höchste Würde in der Welt-Weißheit/ Den 18. Septembr. dieses 1704ten Jahres/ Auf hiesiger berühmten Vaterlandes Academie, Würdig conferiret ward/ schuldigst erschallen lassen. Königsberg  Berlin 1704	Königsberg	Historische Drucke	Freudenreicher Zuruff Welchen/ Als dem Edlen/ Vorachtbahren/ und Wolgelahrten Herrn Johann Bösen/ S. S. Theolog: eyffrigem Cultori, Unter dem Pro-Rectorat Sr. Magnificence, Herrn M. Laurentii Webern/ Ling. Orient. Prof. Ord. Und Decanat Sr. Spectabilität Hn. M. Pauli Raben/ Phil. primae & Log. Prof. Publ. Ord. Zur sonderlichen Freude Seiner Hochvornehmen Eltern/ Und Ihm selbst zum Ruhm/ Die höchste Würde in der Welt-Weißheit/ Den 18. Septembr. dieses 1704ten Jahres/ Auf hiesiger berühmten Vaterlandes Academie, Würdig conferiret ward/ schuldigst erschallen lassen	Monograph
PPN815698429	Möller, Gertraut	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1703	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00018CBE00000000	http://resolver.staatsbibliothek-berlin.de/SBB00018CBE00000000	1703	http://digital.staatsbibliothek-berlin.de/europeana/PPN815698429/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Friedrich Reusners Erben	Open Access	Möller, Gertraut: Unterthänigste Devotion Welche zu siebenfachem Königs-Glücke von dem Dreyeinigen Gott/ Bey antritt dieses 1703. Jahres/ Dem Aller Durchlauchtigsten/ Großmächtigsten Fürsten und Herren/ Herrn Friderich/ König in Preussen/ Marggrafen zu Brandenburg ... Ihrem AllerGnädigsten König/ und Herrn Dero Koniglichen Majestät Höchstgeliebtesten Gemahlin/ der Königin/ Wie auch des Cron- und Chur-Printzen/ Königlichen Hoheit in aller Demuht erflehet Dero Königlichen Majestäten/ und Hoheit Aller gehorsahmste Unterthanin. Königsberg  Berlin 1703	Königsberg	Historische Drucke	Unterthänigste Devotion Welche zu siebenfachem Königs-Glücke von dem Dreyeinigen Gott/ Bey antritt dieses 1703. Jahres/ Dem Aller Durchlauchtigsten/ Großmächtigsten Fürsten und Herren/ Herrn Friderich/ König in Preussen/ Marggrafen zu Brandenburg ... Ihrem AllerGnädigsten König/ und Herrn Dero Koniglichen Majestät Höchstgeliebtesten Gemahlin/ der Königin/ Wie auch des Cron- und Chur-Printzen/ Königlichen Hoheit in aller Demuht erflehet Dero Königlichen Majestäten/ und Hoheit Aller gehorsahmste Unterthanin	Monograph
PPN815720807	Möller, Gertraut  Güldenstern, Euphrosina  Güldenstern, Maximilian	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1702	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00018CD700000000	http://resolver.staatsbibliothek-berlin.de/SBB00018CD700000000	1702	http://digital.staatsbibliothek-berlin.de/europeana/PPN815720807/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Reusnerische Erben	Open Access	Möller, Gertraut  Güldenstern, Euphrosina  Güldenstern, Maximilian: Der Verdunckelte/ doch wieder Helle Gülden-Stern/ Bey Hoch-Gräfflicher Leichenbestattung Der Hochgebohrnen Frauen/ Frauen Euphrosina/ geb. Burggräfin und Gräfin von Dohna/ Aus dem Hause Schlubitten/ Erb-Frauen auff Regetten/ Pogendorff/ Rautenberg/ Thomsdorff/ und Blumenhacken/ [et]c. [et]c. Des Hochgebohrnen Herrn/ Herrn Maximiliani von Gülden-Stern/ Freyherrn auf Lindenholm/ und Vogelwick/ [et]c. [et]c. Sr. Königl. Maj. in Pohlen Hochansehnlichen Cammer-Herrn/ und Castellanen zu Elbing/ Erb-Herrn auff Regetten und Reißwalde [et]c. [et]c. Nachgebliebener Hoch-Gräflichen Frau Wittwen/ Als die Hochseelige Frau Castellanin/ den 9. Januarii dieses 1702. Heyl-Jahres/ im 78. Jahr/ Ihres hochrühmlichen Tugend-Wandels/ sanfft und seelig verblichen/ Und den 17. Maji ermeldeten Jahres/ mit Hochgräflichen Ceremonien Dero Ruhgrufft anvertrauet worden/ In Unterthänigkeit auffgeführet. Königsberg  Berlin 1702	Königsberg	Historische Drucke	Der Verdunckelte/ doch wieder Helle Gülden-Stern/ Bey Hoch-Gräfflicher Leichenbestattung Der Hochgebohrnen Frauen/ Frauen Euphrosina/ geb. Burggräfin und Gräfin von Dohna/ Aus dem Hause Schlubitten/ Erb-Frauen auff Regetten/ Pogendorff/ Rautenberg/ Thomsdorff/ und Blumenhacken/ [et]c. [et]c. Des Hochgebohrnen Herrn/ Herrn Maximiliani von Gülden-Stern/ Freyherrn auf Lindenholm/ und Vogelwick/ [et]c. [et]c. Sr. Königl. Maj. in Pohlen Hochansehnlichen Cammer-Herrn/ und Castellanen zu Elbing/ Erb-Herrn auff Regetten und Reißwalde [et]c. [et]c. Nachgebliebener Hoch-Gräflichen Frau Wittwen/ Als die Hochseelige Frau Castellanin/ den 9. Januarii dieses 1702. Heyl-Jahres/ im 78. Jahr/ Ihres hochrühmlichen Tugend-Wandels/ sanfft und seelig verblichen/ Und den 17. Maji ermeldeten Jahres/ mit Hochgräflichen Ceremonien Dero Ruhgrufft anvertrauet worden/ In Unterthänigkeit auffgeführet	Monograph
PPN815433301	Möller, Gertraut  Perbandt, Otto Wilhelm  Rauschke, Christoph Alexander  Kreytz, Georg Friedrich  Wallenrodt, Christoph	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1704	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00018C2400000000	http://resolver.staatsbibliothek-berlin.de/SBB00018C2400000000	1704	http://digital.staatsbibliothek-berlin.de/europeana/PPN815433301/00000002.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	[Reusnerische Erben]	Open Access	Möller, Gertraut  Perbandt, Otto Wilhelm  Rauschke, Christoph Alexander  Kreytz, Georg Friedrich  Wallenrodt, Christoph: ... Neu-Jahrs-Pflicht [?], Welche Zu allem Glück/ Heyl und Seegen Denen Hochgebohrnen/ zur Regierung des Königreichs Preussen/ Hochverordneten Herren Ober-Rähten/ Herrn Otto Wilhelm von Perbandt/ Land-Hoffmeister/ Erb-Herrn auff Ließken/ Nauten/ Greschenen/ [et]c. [et]c. Herrn Christoff Alexander von Rauschken/ Ober-Burggrafen und Praesidenten eines Hohen Tribunals, Erbherrn der Kirschneinschen/ Eiserwagischen und Nadrauischen Güter/ [et]c. [et]c. Herrn Georg Friderich von Kreytzen/ Cantzlern/ und Lehns-Directoren/ Erbherrn auff Weßlinnen/ Porren/ Rödersdorff/ Rohkehnen/ [et]c. [et]c. Herrn Christoff Graffen von Wallenrodt/ Ober-Marschal/ Erbherrn auf groß und klein Irgelack/ Pachollen/ Prekelwitz/ Wilkiehnen/ Gließlen/ [et]c. [et]c. Ihren gnädigen Herrn Demühtigst abgestattet. [Königsberg]  Berlin 1704	[Königsberg]	Historische Drucke	... Neu-Jahrs-Pflicht [?], Welche Zu allem Glück/ Heyl und Seegen Denen Hochgebohrnen/ zur Regierung des Königreichs Preussen/ Hochverordneten Herren Ober-Rähten/ Herrn Otto Wilhelm von Perbandt/ Land-Hoffmeister/ Erb-Herrn auff Ließken/ Nauten/ Greschenen/ [et]c. [et]c. Herrn Christoff Alexander von Rauschken/ Ober-Burggrafen und Praesidenten eines Hohen Tribunals, Erbherrn der Kirschneinschen/ Eiserwagischen und Nadrauischen Güter/ [et]c. [et]c. Herrn Georg Friderich von Kreytzen/ Cantzlern/ und Lehns-Directoren/ Erbherrn auff Weßlinnen/ Porren/ Rödersdorff/ Rohkehnen/ [et]c. [et]c. Herrn Christoff Graffen von Wallenrodt/ Ober-Marschal/ Erbherrn auf groß und klein Irgelack/ Pachollen/ Prekelwitz/ Wilkiehnen/ Gließlen/ [et]c. [et]c. Ihren gnädigen Herrn Demühtigst abgestattet	Monograph
PPN815773439	Möller, Gertaut	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1702	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00018CF000000000	http://resolver.staatsbibliothek-berlin.de/SBB00018CF000000000	1702	http://digital.staatsbibliothek-berlin.de/europeana/PPN815773439/00000002.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Friderich Reisners Erben	Open Access	Möller, Gertaut: Unterthänigster Neu-Jahrs-Wunsch/ Welchen dem Aller-Durchlauchtigsten/ Großmächtigsten Fürsten/ und Herrn/ Herrn Friderich/ König in Preussen ... Sr. Majestät Hochgeliebten Gemahlin der Königin/ Wie auch Des Krohn- und Chur-Printzen Königlichen Hoheit/ Mit Anwünschung alles Königlichen hohen Glücks/ und Wollseyns/ Im Anfang dieses 1702ten Jahres In aller Demuth zum Füssen leget/ Dero Königlichen Majestät Aller unterthänigste Magd. Königsberg  Berlin 1702	Königsberg	Einblattdrucke	Unterthänigster Neu-Jahrs-Wunsch/ Welchen dem Aller-Durchlauchtigsten/ Großmächtigsten Fürsten/ und Herrn/ Herrn Friderich/ König in Preussen ... Sr. Majestät Hochgeliebten Gemahlin der Königin/ Wie auch Des Krohn- und Chur-Printzen Königlichen Hoheit/ Mit Anwünschung alles Königlichen hohen Glücks/ und Wollseyns/ Im Anfang dieses 1702ten Jahres In aller Demuth zum Füssen leget/ Dero Königlichen Majestät Aller unterthänigste Magd	Monograph
PPN820657808	Moller, Gertraut  Weiß, Christoph	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1701	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001970400000000	http://resolver.staatsbibliothek-berlin.de/SBB0001970400000000	1701	http://digital.staatsbibliothek-berlin.de/europeana/PPN820657808/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Reusner	Open Access	Moller, Gertraut  Weiß, Christoph: Hochrühmliches Ehrengedächtnüß/ Welches dem WollEhrwürdigen/ GroßAchtbaren/ und Wolgelahrten Hrn. M. Christoff Weissen/ Hochmeritirten/ zwey- und viertzig jährigen Ertz-Priestern/ wie auch Pfarrern/ Christlicher Gemeine der Land-Voigtey Schacken/ Erbherrn auff Condenen/ Als derselbe zwar unverhofft doch wolseelig den 10. Jul. dieses 1701. Jahres in Schacken abgelebet/ bey dessen ansehnlichen Leichen-Ceremonien so den 22. dito in der Roßgartischen Kirchen geschehen/ Der Hochbetrübtesten Frau Wittwen/ hochwehrtgeschätzten Herrn Bruder/ nebst andern geehrtesten Anverwandten/ Zu einiger Gemühts Befriedigung/ ihrem liebsten/ und Hochgeachten Herrn Oheim/ ob selbst mit trauriger Feder aufgerichtet Gertraut Mollerin. Königsberg  Berlin 1701	Königsberg	Historische Drucke	Hochrühmliches Ehrengedächtnüß/ Welches dem WollEhrwürdigen/ GroßAchtbaren/ und Wolgelahrten Hrn. M. Christoff Weissen/ Hochmeritirten/ zwey- und viertzig jährigen Ertz-Priestern/ wie auch Pfarrern/ Christlicher Gemeine der Land-Voigtey Schacken/ Erbherrn auff Condenen/ Als derselbe zwar unverhofft doch wolseelig den 10. Jul. dieses 1701. Jahres in Schacken abgelebet/ bey dessen ansehnlichen Leichen-Ceremonien so den 22. dito in der Roßgartischen Kirchen geschehen/ Der Hochbetrübtesten Frau Wittwen/ hochwehrtgeschätzten Herrn Bruder/ nebst andern geehrtesten Anverwandten/ Zu einiger Gemühts Befriedigung/ ihrem liebsten/ und Hochgeachten Herrn Oheim/ ob selbst mit trauriger Feder aufgerichtet Gertraut Mollerin	Monograph
PPN815693494	Möller, Gertraut  Babatius, Sophia	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1703	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00018CBA00000000	http://resolver.staatsbibliothek-berlin.de/SBB00018CBA00000000	1703	http://digital.staatsbibliothek-berlin.de/europeana/PPN815693494/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Reusnerische Erben	Open Access	Möller, Gertraut  Babatius, Sophia: Das auff Erden wolgeschlossene/ und im Himmel ewig-feyrende Kirchen-Jahr/ Bey wolseeligem Ableiben der weyland Hoch-Edlen/ und Aller-Tugendreichsten Frauen/ Frau Sophia gebohner Babatin/ Des auch weyland Hoch-Edlen/ Hoch-Achtbahren/ und Hochweisen Herrn/ Herrn Heinrich Bartschen/ Hoch-meritirten Vice-Bürgermeistern der Alten-Stadt etc. etc. Nachgelassenen Frau Wittiben/ Welches den 28. Novembr. dieses 1703ten Jahres recht sanfft und seelig geschehen/ im 72. Jahr Ihres wolgeführten Tugend-Wandels/ an dero hoch-ansehnlichen Leich-Begängniß-Tage so in der Alt-Städtischen Pfarr-Kirchen den 7. Decembr. vor-ermelten Jahres verrichtet worden. Der wolseeligen Frauen zum wolverdienten Nachrum/ und denen Hoch-vornehmen betrübtesten Kindern/ Herren Schwieger-Söhnen/ Kindes-Kindern/ und sämtlichen hoch-geehrtesten Anverwandten zu einiger Gemühts-Beruhigung/ aus hoch-verbundener Schuldigkeit aufgeführet. Königsberg  Berlin 1703	Königsberg	Historische Drucke	Das auff Erden wolgeschlossene/ und im Himmel ewig-feyrende Kirchen-Jahr/ Bey wolseeligem Ableiben der weyland Hoch-Edlen/ und Aller-Tugendreichsten Frauen/ Frau Sophia gebohner Babatin/ Des auch weyland Hoch-Edlen/ Hoch-Achtbahren/ und Hochweisen Herrn/ Herrn Heinrich Bartschen/ Hoch-meritirten Vice-Bürgermeistern der Alten-Stadt etc. etc. Nachgelassenen Frau Wittiben/ Welches den 28. Novembr. dieses 1703ten Jahres recht sanfft und seelig geschehen/ im 72. Jahr Ihres wolgeführten Tugend-Wandels/ an dero hoch-ansehnlichen Leich-Begängniß-Tage so in der Alt-Städtischen Pfarr-Kirchen den 7. Decembr. vor-ermelten Jahres verrichtet worden. Der wolseeligen Frauen zum wolverdienten Nachrum/ und denen Hoch-vornehmen betrübtesten Kindern/ Herren Schwieger-Söhnen/ Kindes-Kindern/ und sämtlichen hoch-geehrtesten Anverwandten zu einiger Gemühts-Beruhigung/ aus hoch-verbundener Schuldigkeit aufgeführet	Monograph
PPN820614386	Möller, Gertraut	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1701	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB000196EA00000000	http://resolver.staatsbibliothek-berlin.de/SBB000196EA00000000	1701	http://digital.staatsbibliothek-berlin.de/europeana/PPN820614386/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Reusnerische Erben	Open Access	Möller, Gertraut: Königliche Ehren-Porte Aus denen Tugend-Seulen Des Aller Durchlauchtigsten/ Großmächtigsten Fürsten und Herrn/ Herrn Friderichs/ Königes in Preussen/ Marggrafen zu Brandenburg/ Des H. Röm. Reichs Erz-Cäm[m]erern und Chur-Fürsten ... Unsers Allergnädigsten Königes und Herrn/ An Sr. Majestät hochtheurestem Gebuhrts-Tage/ Den 11. Julii dieses 1701sten Heyl-Jahres/ In tieffst-unterthänigster Devotion aufgeführet. Königsberg  Berlin 1701	Königsberg	Historische Drucke	Königliche Ehren-Porte Aus denen Tugend-Seulen Des Aller Durchlauchtigsten/ Großmächtigsten Fürsten und Herrn/ Herrn Friderichs/ Königes in Preussen/ Marggrafen zu Brandenburg/ Des H. Röm. Reichs Erz-Cäm[m]erern und Chur-Fürsten ... Unsers Allergnädigsten Königes und Herrn/ An Sr. Majestät hochtheurestem Gebuhrts-Tage/ Den 11. Julii dieses 1701sten Heyl-Jahres/ In tieffst-unterthänigster Devotion aufgeführet	Monograph
PPN817493972	Moeller, Gertrud  Kalnein, Catharina Barbara  Kalnein, Johann Albrecht	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	1702	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001905100000000	http://resolver.staatsbibliothek-berlin.de/SBB0001905100000000	1702	http://digital.staatsbibliothek-berlin.de/europeana/PPN817493972/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Reusner	Open Access	Moeller, Gertrud  Kalnein, Catharina Barbara  Kalnein, Johann Albrecht: Die Biß zur frölichen Erndte-Zeit des Jüngsten Tages/ eingesenckte Winter-Saat/ Unter dem Gebein Der Hoch-Woll-Edel-Gebohrnen Frauen/ Frauen Catharina Barbara von Kalnein/ Gebohrner von Perbandt/ Des Hoch-Woll-Edel-Gebohrnen Herrn/ Herrn Johann Albrecht von Kalnein/ Hoch- Verordneten Preußischen Land- und Ober-Appellation-Gerichts-Rahts/ wie auch Haupt-Manns zu Ortelsburg/ Erb-Herrn auff Eychen/ Lindenau/ Breitlind/ Struben/ [et]c. [et]c. Hertzlich lieb-gewesenen Gemahlin/ Nachdem Dieselbe den 2dern Septembris dieses 1702ten Jahres/ ihren wolseeligen Geist/ in dem Sechs und Funfftzigsten Jahr/ ihres rühmlich geführten Tugend-Wandels/ in die Hände ihres Erlösers eingeliefert/ Und darauff den 15den Novembr. ermeldeten Jahres/ Dero entseelter Cörper mit Hoch-Adelichen Leich-Ceremonien seiner Ruhe-Grufft anvertrauet worden/ Dem Hoch-Woll-Edelgebohrnen Hn. Wittwer/ Höchst-betrübten Frau Mutter/ Fräulein Töchtern/ und der gantzen hohen Familie zu einiger Gemühts-Beruhigung Gehorsambst ausgestreuet. Königsberg  Berlin 1702	Königsberg	Historische Drucke	Die Biß zur frölichen Erndte-Zeit des Jüngsten Tages/ eingesenckte Winter-Saat/ Unter dem Gebein Der Hoch-Woll-Edel-Gebohrnen Frauen/ Frauen Catharina Barbara von Kalnein/ Gebohrner von Perbandt/ Des Hoch-Woll-Edel-Gebohrnen Herrn/ Herrn Johann Albrecht von Kalnein/ Hoch- Verordneten Preußischen Land- und Ober-Appellation-Gerichts-Rahts/ wie auch Haupt-Manns zu Ortelsburg/ Erb-Herrn auff Eychen/ Lindenau/ Breitlind/ Struben/ [et]c. [et]c. Hertzlich lieb-gewesenen Gemahlin/ Nachdem Dieselbe den 2dern Septembris dieses 1702ten Jahres/ ihren wolseeligen Geist/ in dem Sechs und Funfftzigsten Jahr/ ihres rühmlich geführten Tugend-Wandels/ in die Hände ihres Erlösers eingeliefert/ Und darauff den 15den Novembr. ermeldeten Jahres/ Dero entseelter Cörper mit Hoch-Adelichen Leich-Ceremonien seiner Ruhe-Grufft anvertrauet worden/ Dem Hoch-Woll-Edelgebohrnen Hn. Wittwer/ Höchst-betrübten Frau Mutter/ Fräulein Töchtern/ und der gantzen hohen Familie zu einiger Gemühts-Beruhigung Gehorsambst ausgestreuet	Monograph
