PPN	dataProvider	format	identifier	isShownAt	object	provider	publisher	relation	rights	source	subject	title	type
PPN767840070	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000F44000000000	http://resolver.staatsbibliothek-berlin.de/SBB0000F44000000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN767840070/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	None	None	Open Access	Beethoven, Ludwig van: Orchester Vortrag am Dienstag, den 9. Juli 1918 im Offiziersspeisesaal vorm. 10 Uhr. Leitung: Dr. Vogt. Sinfonie No. 9 Werk 125 Ludwig van Beethoven. [Kurume]  Berlin	Krieg 1914 1918	Orchester Vortrag am Dienstag, den 9. Juli 1918 im Offiziersspeisesaal vorm. 10 Uhr. Leitung: Dr. Vogt. Sinfonie No. 9 Werk 125 Ludwig van Beethoven	Monograph
PPN767500903	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000F3E200000000	http://resolver.staatsbibliothek-berlin.de/SBB0000F3E200000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN767500903/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	None	None	Open Access	Deutsche Kriegsgefangene bei der Heuernte. Paris  Berlin	Krieg 1914 1918	Deutsche Kriegsgefangene bei der Heuernte	Monograph
PPN719074746	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB000093B700000000	http://resolver.staatsbibliothek-berlin.de/SBB000093B700000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN719074746/00000003.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Hans Sachs-Verlag	None	Open Access	Stromer von Reichenbach, Friedrich: Deutsche, verzaget nicht!  eine geschichtsphilosophische Prophezeiung zum Weltkrieg. München  Berlin	Krieg 1914 1918	Deutsche, verzaget nicht!	Monograph
PPN767490347	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000F3D200000000	http://resolver.staatsbibliothek-berlin.de/SBB0000F3D200000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN767490347/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	None	None	Open Access	Die Amerikanische Hilfe  1,500,000 (eine Million fünf mal hunderttausend) amerikanische Soldaten stehen in Frankreich .... New York  Druckort- Paris  Berlin	Krieg 1914 1918	Die Amerikanische Hilfe	Monograph
PPN768160669	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000F57300000000	http://resolver.staatsbibliothek-berlin.de/SBB0000F57300000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN768160669/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	None	None	Open Access	Adler, Friedrich  Reichpietsch, Max  Sachse, Willi Richard  Liebknecht, Karl: Sie töten den Geist nicht, ihr Brüder!  Fritz Adler (vor dem österreichischen Ausnahmegericht). Paris  Berlin	Krieg 1914 1918	Sie töten den Geist nicht, ihr Brüder!	Monograph
PPN717303152	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00008B6E00000000	http://resolver.staatsbibliothek-berlin.de/SBB00008B6E00000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN717303152/00000003.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Mignon-Verlag	None	Open Access	Auf Kundschaft in Namur. Dresden  Berlin	Krieg 1914 1918	Auf Kundschaft in Namur	Monograph
PPN770465870	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000F88800090000	http://resolver.staatsbibliothek-berlin.de/SBB0000F88800090000	http://digital.staatsbibliothek-berlin.de/europeana/PPN770465870/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, Germany	Heimatgrüße aus den Kirchspielen Obersuhl, Heringen, Philippsthal. Gerstungen  Berlin ; 9.1915	Open Access	Heimatgrüße aus den Kirchspielen Obersuhl, Heringen, Philippsthal. Berlin	Krieg 1914 1918	Heimatgrüße aus den Kirchspielen Obersuhl, Heringen, Philippsthal	Volume
PPN726783323	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000A36E00000000	http://resolver.staatsbibliothek-berlin.de/SBB0000A36E00000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN726783323/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Meißner, Richter & Co.	None	Open Access	Kleiner, Hermann: Getreidewirtschaft im Erntejahr 1917/18. Berlin  Berlin	Krieg 1914 1918	Getreidewirtschaft im Erntejahr 1917/18	Monograph
PPN756558638	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000EB2B00010000	http://resolver.staatsbibliothek-berlin.de/SBB0000EB2B00010000	http://digital.staatsbibliothek-berlin.de/europeana/PPN756558638/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, Germany	[Die deutschen] Abstimmungsgebiet[e nach dem 1. Weltkrieg]. [Berlin]  Berlin ; 1	Open Access	Abstimmungsgebiet in Schleswig. [Berlin]  Berlin	Krieg 1914 1918	Abstimmungsgebiet in Schleswig	Volume
PPN715194976	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000848400000000	http://resolver.staatsbibliothek-berlin.de/SBB0000848400000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN715194976/00000007.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Bondi	None	Open Access	George, Stefan: Der Stern des Bundes. Berlin  Berlin	Krieg 1914 1918	Der Stern des Bundes	Monograph
PPN71517679X	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000846100000000	http://resolver.staatsbibliothek-berlin.de/SBB0000846100000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN71517679X/00000003.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Aschendorff	None	Open Access	Zimmermann, Otto: Kriegsleid und Gottesglaube  eine gemeinverständliche Theodizee. Münster  Berlin	Krieg 1914 1918	Kriegsleid und Gottesglaube	Monograph
PPN755996437	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000E9A300000000	http://resolver.staatsbibliothek-berlin.de/SBB0000E9A300000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN755996437/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Alwin Huhle	None	Open Access	Dissmann, Berta: Kriegsmahlzeiten  Vorschläge für nahrhafte und zeitgemäße Tagesbeköstigung mit einem Anhange über Einmachen, ferner über Herstellung, Wert und Gebrauch von Kochkiste, Kochbeutel und Kochrucksack. Dresden  Berlin	Krieg 1914 1918	Kriegsmahlzeiten	Monograph
PPN672655470	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB000069A700030000	http://resolver.staatsbibliothek-berlin.de/SBB000069A700030000	http://digital.staatsbibliothek-berlin.de/europeana/PPN672655470/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, Germany	Hengeler, Adolf: Aus einem Tagebuch 1914. München  Berlin ; Mappe 3	Open Access	Hengeler, Adolf: Bild 13 - 18. Berlin	Historische Drucke	Bild 13 - 18	Volume
PPN74725317X	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000C27600090000	http://resolver.staatsbibliothek-berlin.de/SBB0000C27600090000	http://digital.staatsbibliothek-berlin.de/europeana/PPN74725317X/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, Germany	Kriegsnachrichten der B. d. W  Mitteilungen für die im Felde stehenden Mitarbeiter der B. d. W. und Auszüge aus uns zugegangenen Zuschriften. Halle, Saale  Berlin ; 9.1917	Open Access	Kriegsnachrichten der B. d. W. Berlin	Krieg 1914 1918	Kriegsnachrichten der B. d. W	Volume
PPN769666167	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000F6F6000D0000	http://resolver.staatsbibliothek-berlin.de/SBB0000F6F6000D0000	http://digital.staatsbibliothek-berlin.de/europeana/PPN769666167/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, Germany	Venner Heimatgruss. Venne  Berlin ; 13.1917	Open Access	Venner Heimatgruss. Berlin	Krieg 1914 1918	Venner Heimatgruss	Volume
PPN755666496	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000E83A00000000	http://resolver.staatsbibliothek-berlin.de/SBB0000E83A00000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN755666496/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Reimer	None	Open Access	Sprigade, Paul  Moisel, Max: Kamerun. Berlin  Berlin	Krieg 1914 1918	Kamerun	Monograph
PPN738380164	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000C1BC00000000	http://resolver.staatsbibliothek-berlin.de/SBB0000C1BC00000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN738380164/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Hochstein  Röder	None	Open Access	Wengert, Julius  Stolzenfels, Walther  Gompf, Richard: Heimatliebe  für eine Singstimme und Pianoforte ; op. 19. Heidelberg  Leipzig  Berlin	Krieg 1914 1918	Heimatliebe	Monograph
PPN769864465	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000F7BF00090000	http://resolver.staatsbibliothek-berlin.de/SBB0000F7BF00090000	http://digital.staatsbibliothek-berlin.de/europeana/PPN769864465/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, Germany	Glockenklänge aus der Heimat  Heimatgrüße für die Kriegsteilnehmer aus dem Pfarrbezirke Ottenstein. Ottenstein  Berlin ; 10.1916	Open Access	Glockenklänge aus der Heimat. Berlin	Krieg 1914 1918	Glockenklänge aus der Heimat	Volume
PPN716176866	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000891700000000	http://resolver.staatsbibliothek-berlin.de/SBB0000891700000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN716176866/00000003.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Schloeßmann	None	Open Access	Böer, Oscar: Generalfeldmarschall von Hindenburg. Leipzig [u.a.]  Berlin	Krieg 1914 1918	Generalfeldmarschall von Hindenburg	Monograph
PPN747306044	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000DCFF00000000	http://resolver.staatsbibliothek-berlin.de/SBB0000DCFF00000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN747306044/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Schüler	None	Open Access	Schueler, Adalbert: Der sterbende Soldat  Gedicht, gefunden in der Tasche eines toten Soldaten. New York  Berlin	Krieg 1914 1918	Der sterbende Soldat	Monograph
PPN718135784	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00008E0300000000	http://resolver.staatsbibliothek-berlin.de/SBB00008E0300000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN718135784/00000003.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Tageblatt für Nord-China A.-G.	None	Open Access	Kriegstagebuch der Belagerung von Tsingtau 23. Juli bis 29. November  1914. Tientsin  Berlin	Krieg 1914 1918	Kriegstagebuch der Belagerung von Tsingtau 23. Juli bis 29. November	Monograph
PPN715677993	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB000086D300000000	http://resolver.staatsbibliothek-berlin.de/SBB000086D300000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN715677993/00000003.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Kafemann	None	Open Access	Korth, Margarethe: Für deutsche Frauen!  Kriegsgedichte. Danzig  Berlin	Krieg 1914 1918	Für deutsche Frauen!	Monograph
PPN725340703	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000A01C00000000	http://resolver.staatsbibliothek-berlin.de/SBB0000A01C00000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN725340703/00000003.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Hillmann	None	Open Access	Günthersberg, F.: Die Wahrheit über den Weltkrieg und seine voraussichtlichen Folgen. Leipzig  Berlin	Krieg 1914 1918	Die Wahrheit über den Weltkrieg und seine voraussichtlichen Folgen	Monograph
PPN730919102	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000AFA100000000	http://resolver.staatsbibliothek-berlin.de/SBB0000AFA100000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN730919102/00000003.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	None	None	Open Access	Vogt, Gideon: Pollis und Missis wunderbare Abenteuer  Märchen aus dem Weltkriege 1914/1915. Berlin-Friedenau  Berlin	Krieg 1914 1918	Pollis und Missis wunderbare Abenteuer	Monograph
PPN767085434	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000F25F00000000	http://resolver.staatsbibliothek-berlin.de/SBB0000F25F00000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN767085434/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	None	None	Open Access	Nikolaus,: Objavlenie O PRIZYV NIZNICH ČINOV ZAPASA I RATNIKOV I RAZRJADA NA SLUŽBU. ohne Ort  Berlin	Krieg 1914 1918	Objavlenie O PRIZYV NIZNICH ČINOV ZAPASA I RATNIKOV I RAZRJADA NA SLUŽBU	Monograph
PPN720192579	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000977900000000	http://resolver.staatsbibliothek-berlin.de/SBB0000977900000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN720192579/00000005.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Westermann	None	Open Access	Riemasch, Otto: Fliege, du Adler!  deutsche Lieder. Braunschweig [u.a.]  Berlin	Krieg 1914 1918	Fliege, du Adler!	Monograph
PPN770194877	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0001037D00000000	http://resolver.staatsbibliothek-berlin.de/SBB0001037D00000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN770194877/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	None	None	Open Access	Britische Gewinne (Fortsetzung) 27-9-18 ; 28-9-18. [London]  Berlin	Krieg 1914 1918	Britische Gewinne (Fortsetzung) 27-9-18 ; 28-9-18	Monograph
PPN72819774X	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000A68200000000	http://resolver.staatsbibliothek-berlin.de/SBB0000A68200000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN72819774X/00000003.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Westpreussischer Verlag	None	Open Access	Górski, Władysław: Realerwägungen zur polnischen Frage. Danzig  Berlin	Krieg 1914 1918	Realerwägungen zur polnischen Frage	Monograph
PPN730649180	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000AEDD00000000	http://resolver.staatsbibliothek-berlin.de/SBB0000AEDD00000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN730649180/00000003.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Köllreutter	None	Open Access	Schuon, Hilda: Erlebnisse einer deutschen Civilgefangenen in Frankreich  aus dem Tagebuch. Metzingen  Berlin	Krieg 1914 1918	Erlebnisse einer deutschen Civilgefangenen in Frankreich	Monograph
PPN749574224	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000CF3D00170000	http://resolver.staatsbibliothek-berlin.de/SBB0000CF3D00170000	http://digital.staatsbibliothek-berlin.de/europeana/PPN749574224/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, Germany	Blätter für Auskunftswesen. [S.l.]  Berlin ; 23.1918	Open Access	Blätter für Auskunftswesen. Berlin	Krieg 1914 1918	Blätter für Auskunftswesen	Volume
PPN689543522	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00007FF200000000	http://resolver.staatsbibliothek-berlin.de/SBB00007FF200000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN689543522/00000007.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Hoffmann	None	Open Access	"Hadeln, Detlev: Das Museum ""Au pauvre Diable"" zu Maubeuge  Ausstellung der aus St. Quentin und Umgebung geretteten Kunstwerke. Stuttgart  Berlin"	Krieg 1914 1918	"Das Museum ""Au pauvre Diable"" zu Maubeuge"	Monograph
PPN67971068X	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00006CFA00000000	http://resolver.staatsbibliothek-berlin.de/SBB00006CFA00000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN67971068X/00000005.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Seemann	None	Open Access	Seemann, Artur: Makulatur  literarische Plauderei ; Neujahrsgruß der Familie Artur Seemann zur Jahreswende 1916 auf 1917. Leipzig  Berlin	Krieg 1914 1918	Makulatur	Monograph
PPN736447385	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000BC8100000000	http://resolver.staatsbibliothek-berlin.de/SBB0000BC8100000000	http://digital.staatsbibliothek-berlin.de/europeana/PPN736447385/00000003.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Schäfer & Schmidt	None	Open Access	Stamm, Oscar: Wie beenden wir den Krieg?  Denkschriften an S. Majestät den Kaiser und an die oberste Kriegs- und Reichsleitung ; nebst Antworten. Friedrichsdorf, Taunus  Berlin	Krieg 1914 1918	Wie beenden wir den Krieg?	Monograph
PPN738516414	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000C25B00000000	http://resolver.staatsbibliothek-berlin.de/SBB0000C25B00000000	None	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Ableiter	None	Open Access	Untertürkheimer Chronik  1919. Untertürkheim  Berlin	Krieg 1914 1918	Untertürkheimer Chronik	Periodical
PPN769862551	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB0000F7BF00050000	http://resolver.staatsbibliothek-berlin.de/SBB0000F7BF00050000	http://digital.staatsbibliothek-berlin.de/europeana/PPN769862551/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, Germany	Glockenklänge aus der Heimat  Heimatgrüße für die Kriegsteilnehmer aus dem Pfarrbezirke Ottenstein. Ottenstein  Berlin ; 6.1916	Open Access	Glockenklänge aus der Heimat. Berlin	Krieg 1914 1918	Glockenklänge aus der Heimat	Volume
PPN718953630	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	image/jpeg	http://resolver.staatsbibliothek-berlin.de/SBB00008CEF000D0000	http://resolver.staatsbibliothek-berlin.de/SBB00008CEF000D0000	http://digital.staatsbibliothek-berlin.de/europeana/PPN718953630/00000001.tif	Staatsbibliothek zu Berlin - Preußischer Kulturbesitz	Neumeyer  Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, Germany	Eisenberg, Wilhelm: Kriegspredigt .... Braunschweig  Berlin ; 14	Open Access	Eisenberg, Wilhelm: Sein Bruder, seine Schwester. Braunschweig  Berlin	Krieg 1914 1918	Sein Bruder, seine Schwester	Volume
